superlative	JJ	1
young	JJ	2
orphanage	NN	4
wrap	VBN	1
wrapped	VBN	1
finger	NN	1
nine	CD	1
otranslated_aposclock	RB	1
saturday	NNP	1
figure	VBD	1
figured	VBD	1
ask	VB	1
eugene	NNP	1
correthers	NNP	1
old	JJR	3
older	JJR	3
smart	JJR	1
smarter	JJR	1
make	VBD	5
made	VBD	5
special	JJ	3
anything	NN	2
personality	NN	1
wavy	JJ	1
move	VBD	2
moved	VBD	2
body	NN	1
half	NN	2
hour	NN	1
later	RB	5
main	JJ	2
dining	NN	1
room	NN	2
matron	NN	8
go	VBG	7
going	VBG	7
downtown	NN	1
jacksonville	NNP	1
florida	NNP	1
buster	NNP	4
brown	NNP	4
shoe	NNS	5
shoes	NNS	5
haircut	NN	8
get	VBD	6
got	VBD	6
idea	NN	4
hit	VBD	2
ton	NN	1
brick	NNS	1
bricks	NNS	1
secret	NN	1
all	NN	1
talk	VBD	1
talked	VBD	1
about	RP	3
simple	JJ	4
particularly	RB	1
loquacious	JJ	1
everybody	NN	1
orphanage	JJ	1
normally	RB	1
fear	VBD	1
feared	VBD	1
look	VB	2
learn	VB	1
move	VB	1
rich	JJ	1
famous	JJ	3
nothing	NN	4
ear	NN	3
shin	VBD	1
shined	VBD	1
brightly	RB	1
bone	NNS	3
bones	NNS	3
x-ray	JJ	1
machine	NN	2
shoe	NN	1
store	NN	1
green	JJ	2
ready	JJ	3
practice	VB	1
girl	NNS	3
girls	NNS	3
love	VBD	1
loved	VBD	1
though	RB	2
need	VBD	2
needed	VBD	2
complete	VB	1
look	NN	5
unassuming	JJ	1
unembellished	JJ	1
barbershop	NN	1
free	JJ	1
orphan	NNS	1
orphans	NNS	1
suppose	VBN	1
supposed	VBN	1
slowly	RB	4
wait	VB	2
barber	NN	11
chair	NNS	1
chairs	NNS	1
climb	VBD	3
climbed	VBD	3
board	NN	1
place	VBD	1
placed	VBD	1
sit	VB	1
beam	VBG	1
beaming	VBG	1
smile	NN	1
want	VBP	1
make	VBP	2
genial	JJ	1
grin	VBD	1
grinned	VBD	1
try	VB	2
best	JJS	1
start	VBD	2
started	VBD	2
cut	VB	3
watch	VBG	1
watching	VBG	1
ice	NN	1
motion	VBD	1
motioned	VBD	1
over	RB	2
whisper	VBN	1
whispered	VBN	1
cause	VBD	1
caused	VBD	1
shake	VB	1
response	NN	2
walk	VBD	8
walked	VBD	8
office	NN	2
chair	NN	2
squeak	VBD	1
squeaked	VBD	1
roll	VBD	1
rolled	VBD	1
floor	NN	4
speak	VBD	1
spoke	VBD	1
cut	VBG	2
cutting	VBG	2
thing	NN	3
allow	VBN	1
allowed	VBN	1
give	VB	1
cut	NN	2
desperately	RB	1
stop	VBN	1
stopped	VBN	1
answer	VB	1
expression	NN	2
tell	VB	1
within	IN	1
buzz	NN	1
finish	VBD	2
finished	VBD	2
shave	VBG	1
shaving	VBG	1
smell	VBP	1
real	RB	1
powder	NN	1
hand	VBD	2
handed	VBD	2
nickel	NN	2
snack	NN	1
myself	PRP	1
candy	NN	1
bar	NN	1
hungry	JJ	1
translated_aposm	VBP	5
sorry	JJ	3
baby	NN	2
wipe	VBD	1
wiped	VBD	1
tear	NNS	1
tears	NNS	1
brush	VBD	2
brushed	VBD	2
accumulate	VBN	1
accumulated	VBN	1
shiny	JJ	1
off	IN	1
pant	NNS	1
pants	NNS	1
sullenly	RB	1
sort	NN	1
funny	JJ	1
upset	VBN	1
damn	JJ	1
bitch	NN	1
lady	NN	1
yell	VBD	1
yelled	VBD	1
lung	NNS	1
lungs	NNS	1
walk	VBG	1
walking	VBG	1
toward	IN	2
outside	NN	1
brick	NN	1
smoke	VBG	1
smoking	VBG	1
cigarette	NN	1
smile	VBD	3
smiled	VBD	3
pat	VBD	1
patted	VBD	1
bald	JJ	1
coot	NN	1
gonna	NN	1
anytime	RB	1
story	NN	3
mr.	NNP	9
sticky	NNP	14
abby	NNP	40
tank	NN	7
mom	NN	23
peer	VBD	1
peered	VBD	1
grow	VB	3
pull	VBD	2
pulled	VBD	2
pajama	NN	1
bottom	NNS	1
bottoms	NNS	1
usually	RB	2
crack	NN	1
jump	VBD	1
jumped	VBD	1
switch	VBD	1
switched	VBD	1
contain	VBD	1
contained	VBD	1
three	CD	1
neither	DT	1
hide	NN	1
spot	VBD	1
spotted	VBD	1
take	VBN	4
taken	VBN	4
cling	VBG	2
clinging	VBG	2
glass	NN	2
bottom	NN	2
gravel	NN	2
school	NN	6
encourage	VBN	1
encouraged	VBN	1
teacher	NN	3
write	VBD	2
wrote	VBD	2
excitedly	RB	1
mysterious	JJ	1
sticky	NN	1
mistake	VB	1
pet	NN	1
class	NN	2
tease	VBD	1
teased	VBD	1
pond	JJ	2
weed	NN	3
bob	VBG	2
bobbing	VBG	2
bubble	NNS	1
bubbles	NNS	1
look	VBZ	1
looks	VBZ	1
fun	NN	1
imagine	VB	2
like	JJ	1
hang	VB	1
answer	NN	1
probably	RB	1
tiring	JJ	1
grow	VBN	3
grown	VBN	3
bit	NN	2
breakfast	NN	2
well	RB	4
gobble	VBN	1
gobbled	VBN	1
respond	VBD	2
responded	VBD	2
prepare	VBG	1
preparing	VBG	1
whine	VBD	1
whined	VBD	1
want	VB	2
cute	JJ	2
anymore	RB	1
art	NN	1
piece	NNS	1
pieces	NNS	1
paper	NN	2
expensive	JJ	2
draw	VB	1
elephant	NN	2
mind	VB	1
use	VBG	1
using	VBG	1
drawing	NN	2
encouraging	JJ	1
remark	VBD	1
remarked	VBD	1
creative	JJ	1
beam	VBN	2
beamed	VBN	1
give	VBG	2
giving	VBG	2
seal	NN	1
approval	NN	1
convince	VBN	1
convinced	VBN	1
clean	VB	1
clean	VBG	1
cleaning	VBG	1
vacuum	NN	1
hoover	NN	1
side	NN	2
add	VBD	2
added	VBD	2
worry	VB	1
extra	RB	2
side	NNS	1
sides	NNS	1
sign	NN	1
discover	VBN	1
discovered	VBN	1
couple	NN	2
day	NNS	1
days	NNS	1
ago	IN	2
sad	JJ	1
hour	NNS	1
hours	NNS	1
clear	VBZ	1
clears	VBZ	1
careful	JJ	2
bedroom	NN	2
check	VB	1
settle	VBN	1
settled	VBN	1
look	VBN	1
looked	VBN	1
kneel	VBD	1
kneeled	VBD	1
clear	VBN	1
cleared	VBN	1
thoroughly	RB	1
nerve	NNS	3
nerves	NNS	3
descend	VBD	1
descended	VBD	1
stair	NNS	1
stairs	NNS	1
study	NN	1
book	NNS	2
books	NNS	2
paper	NNS	1
papers	NNS	1
work	VBG	1
working	VBG	1
impatient	JJ	1
worried	JJ	2
bad	JJ	2
news	NN	1
translated_aposll	MD	2
add	VB	1
fuel	NN	1
flame	NNS	2
flames	NNS	2
raise	VBD	1
raised	VBD	1
tone	NN	1
dismissively	RB	1
translated_aposve	VBP	4
get	VBN	3
got	VBN	3
mass	NNS	1
masses	NNS	1
work	NN	2
catch	VB	1
quick	JJ	1
temper	NN	1
angry	JJ	1
hell	NN	1
hoover	VBN	1
hoovered	VBN	1
accusingly	RB	1
deny	VBD	1
denied	VBD	1
version	NN	1
hard	JJ	3
wrong	JJ	1
make	VBZ	1
makes	VBZ	1
notice	NN	1
feel	VBG	1
feeling	VBG	1
overlook	VBN	1
overlooked	VBN	1
storm	VBG	1
storming	VBG	1
appear	VBD	1
appeared	VBD	1
insensitive	JJ	1
earlier	RBR	1
back	JJ	1
burner	NN	1
occupy	VBD	1
occupied	VBD	1
breathe	VBG	1
breathing	VBG	1
account	NN	3
ignore	VB	1
strain	VBN	1
strained	VBN	1
remain	VB	1
upset	JJ	1
glass	NNS	1
glasses	NNS	1
search	VB	1
effectively	RB	1
powerful	JJ	1
important	JJ	3
occasion	NNS	1
occasions	NNS	1
try	VBG	2
trying	VBG	2
butter	VB	1
smile	VB	1
succeed	VB	1
magnifying	JJ	1
remember	VBD	1
remembered	VBD	1
rush	VBD	1
rushed	VBD	1
beside	IN	1
shuffle	VBG	1
shuffling	VBG	1
peer	VBG	1
peering	VBG	1
pebble	NNS	1
pebbles	NNS	1
point	NN	3
speck	NN	1
deceptively	RB	1
live	JJ	1
animal	NN	1
call	VB	1
quits	NN	1
ah	UH-ADV	1
ha	UH	1
tucked	RB	1
curve	NN	1
archway	NN	1
perfectly	RB	1
stone	NN	1
sound	JJ	2
count	VB	1
relief	NN	1
addition	NN	1
family	NN	3
suspect	VB	1
guilty	JJ	2
think	VBP	1
both	CC	2
cozy	RB	1
squeeze	NN	1
budge	VB	1
push	NN	1
ca	MD	1
edge	NN	1
heaven	NN	1
heavens	NN	1
happen	VB	1
translated_aposve	VB	1
chest	NN	1
text	NN	6
message	NN	5
lucy	NNP	31
joseph	NNP	1
josephs	NNP	1
failure	NN	1
ugly	JJ	1
style	NN	1
hat	VBD	1
hated	VBD	1
least	JJS	3
lot	NN	1
more	JJR	4
struggle	VBG	1
struggling	VBG	1
understand	VB	1
actual	JJ	2
note	NN	2
well	RBR	2
better	RBR	2
show	VBP	1
party	NN	1
tonight	NN	1
start	VBN	2
started	VBN	2
receive	VBG	1
receiving	VBG	1
message	NNS	8
messages	NNS	8
tap	VBD	1
tapped	VBD	1
mobile	NN	1
screen	NN	1
view	NN	1
tap	VB	2
erase	VB	1
trace	NN	1
leave	VBN	2
left	VBN	2
*rnr*-3	-NONE-	3
drive	VBG	1
driving	VBG	1
car	NN	3
confirm	VBD	2
confirmed	VBD	2
suspicion	NN	1
founded	VBN	1
answer	VBD	1
answered	VBD	1
dejectedly	RB	1
report	VBD	1
reported	VBD	1
yet	RB	1
jill	NN	1
sister	NN	3
passenger	NN	1
seat	NN	1
lie	VBG	1
lying	VBG	1
teeth	NNS	1
get	VBP	1
sender	NN	1
jealous	JJ	1
argument	NNS	1
arguments	NNS	1
effort	NN	2
comfort	VB	1
daughter	NN	1
phone	NN	5
month	NNS	3
months	NNS	3
admit	VBD	1
admitted	VBD	1
regret	NN	1
bug	VBG	1
bugging	VBG	1
loud	JJ	1
sigh	VBD	1
sighed	VBD	1
lucy	NN	1
love	VBP	1
know	VBG	1
knowing	VBG	1
afford	VBG	1
affording	VBG	1
send	VBG	1
sending	VBG	1
text	NNS	1
texts	NNS	1
all	NP	1
abusive	JJ	1
hurtful	JJ	1
person	NN	4
message	VBG	1
messaging	VBG	1
achieve	VB	1
hateful	JJ	1
shadow	NN	1
november	NNP	1
shiver	NN	1
run	VB	2
spine	NN	1
hasten	VBN	1
hastened	VBN	1
jill	NNP	8
concert	NN	2
hesitantly	RB	1
step	VBD	1
stepped	VBD	1
final	JJ	1
become	VBN	1
involve	VBN	1
involved	VBN	1
help	VBG	1
helping	VBG	1
organize	VB	1
talent	NN	2
show	NN	4
position	NN	1
seriously	RB	1
hurry	VBN	1
hurried	VBN	1
pull	VBG	1
pulling	VBG	1
worn	JJ	1
oversized	JJ	1
coat	NN	1
originally	RB	1
belong	VBD	3
belonged	VBD	3
dry	JJ	1
*1	-NONE-	1
fill	VBD	1
filled	VBD	1
excitement	NN	2
regret	VBD	1
regretted	VBD	1
promise	VBN	1
promised	VBN	1
participate	VB	1
waste	VB	1
shame	NN	1
such	PDT	2
argue	VBN	1
argued	VBN	1
announce	VBN	2
announced	VBN	2
consider	VBG	1
considering	VBG	1
love	NN	2
sing	VB	2
very	JJ	1
do	VBZ	1
does	VBZ	1
feel	VB	2
tall	JJ	1
lanky	JJ	1
giraffe	NN	1
surprise	NN	1
popular	JJ	4
proud	JJ	1
self-confidence	NN	1
deflate	VBD	1
deflated	VBD	1
do	VBG	1
doing	VBG	1
agree	VB	1
choice	NN	1
stage	NN	2
beckon	VBG	1
beckoning	VBG	1
encouragingly	RB	1
performer	NN	1
audience	NN	5
microphone	NN	1
applaud	VB	1
sense	NN	2
anticipation	NN	1
emanate	VB	1
curtain	NN	1
curtain	NNS	1
curtains	NNS	1
part	VB	1
cast	VBD	1
assure	VBD	1
assured	VBD	1
positive	JJ	1
thumb	NNS	1
thumbs	NNS	1
up	JJ	1
through	RP	1
unlike	IN	1
judging	JJ	1
crowd	NN	2
note	NNS	1
notes	NNS	1
music	NN	2
sudden	JJ	2
calm	NN	1
settle	VBD	1
settled	VBD	1
everything	NN	1
threaten	VBD	1
threatened	VBD	1
feel	VBP	2
pain	NN	1
cause	VBG	1
causing	VBG	1
flow	VBD	1
flowed	VBD	1
word	NNS	4
words	NNS	4
feeling	NN	1
latch	VBD	1
latched	VBD	1
song	NN	2
slip	VBG	1
slipping	VBG	1
die	VBD	1
died	VBD	1
fill	VBN	1
filled	VBN	1
cheer	NNS	1
cheers	NNS	1
applause	NN	1
allow	VBD	1
allowed	VBD	1
enjoy	VB	1
achievement	NN	1
belong	VBG	1
belonging	VBG	1
felt	VBN	1
cheer	VBG	1
cheering	VBG	1
loud	JJS	1
loudest	JJS	1
beaming	VBN	1
pride	NN	1
owe	VBD	1
owed	VBD	1
remind	VBG	1
reminding	VBG	1
capable	JJ	1
bleep	VBD	1
bleeped	VBD	1
oblivion	NN	1
roswell	NNP	13
ufo	NNP	8
incident	NNP	1
alleged	JJ	2
recovery	NN	2
extra-terrestrial	JJ	1
debris	NN	7
alien	JJ	4
corps	NNS	1
corpses	NNS	1
object	NN	3
crash	VBD	3
crashed	VBD	3
mexico	NNP	1
july	NNP	3
eighth	CD	1
nineteen	CD	20
forty-seven	CD	5
seventy	NNS	1
seventies	NNS	1
incident	NN	6
subject	NN	2
intense	JJ	2
controversy	NN	1
conspiracy	NN	1
theory	NNS	1
theories	NNS	1
nature	NN	1
united	NNP	3
state	NNPS	1
states	NNPS	1
military	NN	2
maintain	VBZ	1
maintains	VBZ	1
recover	VBN	8
recovered	VBN	8
experimental	JJ	1
high-altitude	JJ	1
surveillance	NN	1
balloon	NN	3
classified	JJ	1
program	NN	2
mogul	NNP	3
proponent	NNS	2
proponents	NNS	2
maintain	VBP	1
crashed	JJ	2
craft	NN	2
body	NNS	2
bodies	NNS	2
engage	VBD	1
engaged	VBD	1
cover-up	NN	2
turn	VBN	1
turned	VBN	1
widely	RB	2
pop	NN	1
culture	NN	1
phenomenon	NN	2
roswell	NN	2
synonymous	JJ	1
ufo	NNS	1
ufos	NNS	1
rank	VBZ	1
ranks	VBZ	1
publicized	JJ	1
controversial	JJ	1
ufo	NN	1
incident	NNS	1
incidents	NNS	1
ninth	NNP	1
press	NN	2
release	NN	1
army	NNP	2
air	NNP	4
field	NNP	2
issue	VBN	1
issued	VBN	1
state	VBD	2
stated	VBD	2
personnel	NNS	3
bomb	NNP	1
group	NNP	1
crash	VBG	1
crashed	VBG	1
disc	NN	1
ranch	NN	1
spark	VBG	1
sparking	VBG	1
medium	NNS	1
media	NNS	1
interest	NN	1
commanding	NNP	1
general	NNP	5
eighth	NNP	1
force	NNP	2
weather	NN	2
rather	RB	3
saucer	NN	2
subsequent	JJ	1
conference	NN	1
feature	VBG	2
featuring	VBG	2
description	NN	1
forget	VBN	1
forgotten	VBN	1
ignore	VBN	1
ignored	VBN	1
researcher	NNS	4
researchers	NNS	4
thirty	CD	2
seventy-eight	CD	1
nuclear	JJ	1
physicist	NN	1
author	NN	1
stanton	NNP	1
friedman	NNP	1
interview	VBD	2
interviewed	VBD	2
jesse	NNP	1
marcel	NNP	1
only	JJ	1
accompany	VBN	1
accompanied	VBN	1
fort	NNP	1
worth	NNP	1
account	NNS	8
accounts	NNS	8
elevate	VBD	1
elevated	VBD	1
forgotten	JJ	1
perhaps	RB	2
early	JJ	5
ninety	NNS	4
nineties	NNS	4
interview	VBN	1
interviewed	VBN	1
hundred	CD	3
claim	VBN	1
claimed	VBN	1
have	VBN	2
had	VBN	2
connection	NN	1
event	NNS	3
events	NNS	3
additionally	RB	1
document	NNS	1
documents	NNS	1
obtain	VBN	2
obtained	VBN	2
freedom	NNP	1
information	NNP	1
act	NNP	1
request	NNS	1
requests	NNS	1
insider	NNS	1
insiders	NNS	1
apparently	RB	1
leak	VBD	1
leaked	VBD	1
conclusion	NNS	1
conclusions	NNS	1
crash	VBN	1
crashed	VBN	1
vicinity	NN	2
alien	NNS	6
aliens	NNS	6
possibly	RB	1
alive	JJ	1
massive	JJ	1
knowledge	NN	1
numerous	JJ	1
article	NNS	1
articles	NNS	1
television	NN	1
special	NNS	1
specials	NNS	1
made-for-tv	JJ	1
movie	NN	1
bring	VBD	1
brought	VBD	1
notoriety	NN	1
mid	JJ	3
strong	JJ	3
majority	NNS	1
majorities	NNS	1
poll	NNS	1
polls	NNS	1
such	JJ	7
ninety-seven	CD	2
cnn	NNP	1
time	NNP	1
poll	NN	1
visit	VBN	1
visited	VBN	1
specifically	RB	1
land	VBN	1
landed	VBN	1
government	NN	3
cover	VBG	1
covering	VBG	1
eighty	NNS	1
eighties	NNS	1
narrative	NN	2
emerge	VBD	2
emerged	VBD	2
odds	NNS	1
report	VBN	3
reported	VBN	3
forty-seven	NN	2
evolve	VBD	1
evolved	VBD	1
publish	VBN	1
published	VBN	1
eighty	NN	1
witness	NNS	8
witnesses	NNS	8
draw	VBN	1
drawn	VBN	1
publicity	NN	1
various	JJ	2
seemingly	RB	1
impressive	JJ	1
figure	NN	1
comparable	JJ	1
claim	VBD	2
claimed	VBD	2
so-called	JJ	1
repeat	VBG	2
repeating	VBG	2
claim	NNS	2
claims	NNS	2
testimony	NN	1
inadmissible	JJ	1
hearsay	NN	1
american	JJ	1
court	NN	2
critic	NNS	2
critics	NNS	2
identify	VBD	1
identified	VBD	1
variety	NN	1
problem	NNS	7
problems	NNS	7
range	VBD	1
ranged	VBD	1
reliability	NN	2
second-hand	JJ	1
serious	JJ	1
credibility	NN	1
demonstrably	RB	1
false	JJ	1
internally-inconsistent	JJ	1
dubious	JJ	2
death-bed	JJ	1
confession	NNS	1
confessions	NNS	1
elderly	JJ	1
easily	RB	1
confuse	VBN	2
confused	VBN	2
basic	JJ	1
witness	NN	1
accord	VBG	2
according	VBG	2
minimum	NN	1
thirty-one	CD	1
case	NNS	1
cases	NNS	1
recount	VBN	1
recounted	VBN	1
forty	CD	1
memory	NNS	3
memories	NNS	3
subject	VBN	1
contamination	NN	1
may	MD	16
expose	VBN	1
exposed	VBN	1
skeptic	NNS	1
skeptics	NNS	1
objection	NNS	1
objections	NNS	1
plausibility	NN	1
counter-argument	NN	1
presence	NN	1
publicize	VBN	1
publicized	VBN	1
accounting	NNP	1
office	NNP	2
launch	VBD	1
launched	VBD	1
inquiry	NN	1
direct	VBD	1
directed	VBD	1
secretary	NNP	1
conduct	VB	1
internal	JJ	1
investigation	NN	1
result	NN	4
summarize	VBN	1
summarized	VBN	1
report	NNS	2
reports	NNS	2
release	VBN	2
released	VBN	2
ninety-five	CD	1
conclude	VBD	2
concluded	VBD	2
material	NN	1
likely	RB	2
secret	JJ	1
project	NNP	2
involve	VBD	1
involved	VBD	1
altitude	NN	1
balloon	NNS	1
balloons	NNS	1
mean	VBN	1
meant	VBN	1
detect	VB	1
generate	VBN	1
generated	VBN	1
soviet	JJ	1
atomic	JJ	1
bomb	NN	1
test	NNS	3
tests	NNS	3
ballistic	JJ	1
missile	NNS	1
missiles	NNS	1
report	NN	1
ninety-seven	NN	1
combination	NN	1
innocently	RB	2
transform	VBN	2
transformed	VBN	2
military	JJ	2
accident	NNS	1
accidents	NNS	1
injure	VBN	1
injured	VBN	1
kill	VBN	1
killed	VBN	1
anthropomorphic	JJ	1
dummy	NNS	1
dummies	NNS	1
program	NNS	1
programs	NNS	1
u	NNP	1
us	NNP	1
conduct	VBD	1
conducted	VBD	1
fifty	NNS	1
fifties	NNS	1
hoax	NNS	1
hoaxes	NNS	1
perpetrate	VBD	1
perpetrated	VBD	1
psychological	JJ	1
effect	NNS	3
effects	NNS	3
compression	NN	1
occur	VBD	2
occurred	VBD	2
explain	VBD	1
explained	VBD	1
discrepancy	NN	1
january	NNP	1
karl	NNP	1
pflock	NNP	1
prominent	JJ	2
pro-ufo	JJ	1
base	VBN	1
based	VBN	1
research	NN	3
certain	JJ	3
possible	JJ	2
absolute	JJ	1
saucer	NNS	1
saucers	NNS	1
general	JJ	1
plain	NNPS	1
plains	NNPS	1
san	NNP	1
agustin	NNP	1
remains	NNS	1
earthly	JJ	1
top	NNP	1
secret	NNP	1
although	IN	4
agree	VBP	1
conclusion	NN	1
fourth	JJ	1
weekend	NN	1
host	VBZ	1
hosts	VBZ	1
festival	NNP	1
celebrate	VBG	1
celebrating	VBG	1
ufologists	NNS	1
discussion	NNS	1
discussions	NNS	1
tulip	NNP	1
mania	NN	8
period	NN	2
dutch	NNP	1
golden	NNP	2
age	NNP	2
contract	NN	3
price	NNS	12
prices	NNS	12
bulb	NNS	14
bulbs	NNS	14
recently	RB	1
introduce	VBN	2
introduced	VBN	2
tulip	NN	13
extraordinarily	RB	1
level	NNS	1
levels	NNS	1
collapse	VBD	2
collapsed	VBD	2
peak	NN	1
february	NNP	2
sixteen	NN	5
thirty-seven	NN	2
contract	NNS	5
contracts	NNS	5
sell	VBD	1
sold	VBD	1
annual	JJ	1
income	NN	1
skilled	JJ	1
craftsman	NN	1
consider	VBN	2
considered	VBN	2
recorded	JJ	1
economic	JJ	3
bubble	NN	5
europe	NNP	1
sixteenth	NN	1
century	NN	1
ottoman	NNP	1
empire	NNP	1
province	NNP	1
provinces	NNP	1
netherlands	NNPS	2
tulip	JJ	2
cultivation	NN	1
province	NNPS	1
provinces	NNPS	1
think	VBN	1
thought	VBN	1
earnest	NN	1
fifteen	NN	1
ninety-three	NN	1
flemish	JJ	1
botanist	NN	1
charles	NNP	2
de	NNP	1
ltranslated_aposecluse	NN	1
post	NN	1
university	NNP	1
leiden	NNP	1
establish	VBN	1
established	VBN	1
botanical	JJ	1
garden	NN	1
old	JJS	1
oldest	JJS	1
plant	VBD	1
planted	VBD	1
collection	NN	1
emperor	NN	1
ambassador	NN	1
send	VBD	1
sent	VBD	1
turkey	NNP	1
tolerate	VB	1
harsh	JJR	1
harsher	JJR	1
condition	NNS	3
conditions	NNS	3
northern	JJ	1
climate	NN	1
shortly	RB	2
tulip	NNS	7
tulips	NNS	7
popularity	NN	2
flower	NN	3
rapidly	RB	1
coveted	JJ	1
luxury	NN	1
item	NN	1
status	NN	1
profusion	NN	1
variety	NNS	6
varieties	NNS	6
follow	VBD	1
followed	VBD	1
classify	VBN	2
classified	VBN	2
group	NNS	3
groups	NNS	3
one-colored	JJ	1
yellow	JJ	2
couleren	NNP	1
multicolored	JJ	1
rosen	NNP	1
-lrb-	-LRB-	3
pink	JJ	1
background	NN	3
-rrb-	-RRB-	3
violetten	NNP	1
purple	JJ	2
lilac	JJ	1
less	JJR	2
lesser	JJR	1
extent	NN	1
bizarden	NNP	1
brown	JJ	1
spectacular	JJ	1
highly	RB	1
sought-after	JJ	1
flower	NNS	3
flowers	NNS	3
vivid	JJ	1
color	NNS	1
colors	NNS	1
line	NNS	1
lines	NNS	1
petal	NNS	1
petals	NNS	1
understand	VBN	1
understood	VBN	1
infect	VBN	1
infected	VBN	1
tulip-specific	JJ	1
virus	NN	5
breaking	JJ	1
dutch	JJ	2
grower	NNS	3
growers	NNS	3
name	VBD	1
named	VBD	1
exalted	JJ	1
title	NNS	1
titles	NNS	1
form	NNS	2
forms	NNS	2
prefix	VBN	1
prefixed	VBN	1
admiral	NN	3
combine	VBN	2
combined	VBN	2
name	NNS	3
names	NNS	3
prefix	NN	1
superb	JJ	1
admirals	NN	1
generals	NNP	1
die	VBN	1
died	VBN	1
similar	JJ	2
broken	JJ	1
continue	VBP	2
trade	NN	2
grow	VBP	1
propagate	VBN	1
propagated	VBN	1
seed	NNS	3
seeds	NNS	3
bud	NNS	5
buds	NNS	5
form	VB	1
flowering	JJ	1
bulb	NN	5
seven-twelve	JJ	1
grow	VBZ	1
grows	VBZ	1
original	JJ	1
clone	NN	1
form	VBZ	1
forms	VBZ	1
properly	RB	1
cultivated	JJ	1
become	VB	1
breaking	NN	1
botanist	NNS	1
botanists	NNS	1
study	VBN	1
studied	VBN	1
spread	VBZ	1
spreads	VBZ	1
cultivate	VBG	1
cultivating	VBG	1
appealing	JJ	1
take	VBZ	1
takes	VBZ	1
propagation	NN	1
greatly	RB	1
slow	VBN	1
slowed	VBN	1
bloom	VBP	1
april	NNP	1
may	NNP	1
week	NN	1
secondary	JJ	1
appear	VBP	1
uprooted	JJ	1
june	NNP	1
september	NNP	1
thus	RB	3
purchase	NNS	1
purchases	NNS	1
professional	JJ	1
pay	VBD	1
paid	VBD	1
thirty-four	NN	1
demand	NN	2
french	NNP	1
speculator	NNS	2
speculators	NNS	2
enter	VB	1
market	NN	2
thirty-six	NN	1
dutch	NNPS	1
type	NN	2
formal	JJ	2
future	NNS	1
futures	NNS	1
market	NNS	1
markets	NNS	1
merchant	NNS	1
merchants	NNS	1
sell	VB	1
season	NN	1
trader	NNS	2
traders	NNS	2
meet	VBD	1
met	VBD	1
tavern	NNS	1
taverns	NNS	1
buyer	NNS	3
buyers	NNS	3
require	VBN	1
required	VBN	1
pay	VB	3
fee	NN	2
per	IN	1
purchase	VBG	1
purchasing	VBG	1
intend	VBG	1
intending	VBG	1
re-sell	VB	1
profit	NN	1
scheme	NN	1
last	VB	1
unless	IN	1
ultimately	RB	1
willing	JJ	1
possession	NN	2
will	VBG	1
willing	VBG	1
increasingly	RB	1
inflated	JJ	1
realization	NN	1
set	VBD	1
in	RP	1
plummet	VBD	1
plummeted	VBD	1
speculative	JJ	2
burst	VB	1
hold	VBG	1
holding	VBG	1
purchase	VB	2
great	JJR	1
greater	JJR	1
worth	IN	1
fraction	NN	1
price	NN	2
pay	VBN	1
paid	VBN	1
event	NN	1
popularize	VBN	1
popularized	VBN	1
eighteen	CD	1
forty-one	CD	1
extraordinary	JJ	2
delusion	NNS	1
delusions	NNS	1
madness	NNP	1
crowd	NNP	1
crowds	NNP	1
british	JJ	1
journalist	NN	1
mackay	NNP	6
crowd	NNS	1
crowds	NNS	1
behave	VBP	1
irrationally	RB	1
thesis	NN	1
primary	JJ	1
example	NNS	1
examples	NNS	1
twelve	CD	1
acre	NNS	1
acres	NNS	1
offer	VBN	1
offered	VBN	1
semper	FW	1
augustus	FW	1
claim	VBZ	1
claims	VBZ	1
investor	NNS	1
investors	NNS	1
ruin	VBN	1
ruined	VBN	1
fall	NN	2
desperate	JJ	1
commerce	NN	1
suffer	VBD	1
suffered	VBD	1
severe	JJ	2
shock	NN	1
panicked	JJ	1
seek	VBD	1
sought	VBD	1
declare	VBG	1
declaring	VBG	1
buy	VBN	1
bought	VBN	1
future	NN	1
void	VB	1
payment	NN	2
percent	NN	2
attempt	NNS	1
attempts	NNS	1
resolve	VB	1
satisfaction	NN	1
party	NNS	1
parties	NNS	1
unsuccessful	JJ	1
end	VBD	1
ended	VBD	1
say	VBZ	1
says	VBZ	1
individual	NNS	1
individuals	NNS	1
stick	VBN	1
stuck	VBN	1
crash	NN	1
enforce	VB	1
judge	NNS	1
judges	NNS	1
regard	VBD	1
regarded	VBD	1
debt	NNS	1
debts	NNS	1
contract	VBD	1
contracted	VBD	1
gambling	NN	1
enforceable	JJ	1
law	NN	1
classic	JJ	1
publishing	NN	1
house	NNS	1
houses	NNS	1
reprint	VBG	1
reprinting	VBG	1
contest	VBN	1
contested	VBN	1
modern	JJ	2
scholar	NNS	1
scholars	NNS	1
believe	VBP	1
describe	VBD	2
described	VBD	2
argue	VBG	1
arguing	VBG	1
change	NNS	1
changes	NNS	1
constitute	VBN	1
constituted	VBN	1
research	NNP	1
difficult	JJ	1
because	RB	1
limit	VBN	1
limited	VBN	1
data	NNS	1
thirty	NNS	1
thirties	NNS	1
economist	NNS	1
economists	NNS	1
propose	VBN	1
proposed	VBN	1
rational	JJ	1
explanation	NNS	1
explanations	NNS	1
rise	NN	1
example	NN	3
hyacinth	NN	1
introduction	NN	1
dramatically	RB	1
drive	VBN	1
driven	VBN	1
